Freshwater_mumax,,Marine_mumax,
X,Y,X,Y
37795.41160998508,0.09904923240648965,64075.03216138885,0.7858316928471824
458.7361010709234,0.09399213456660285,14743.122723347744,0.656286406929306
860.1254175263584,0.11402958502838784,19573.106443755183,0.6121612190289678
710.5255569133908,0.14236073852823364,583877.0090485859,0.39989322771032937
1.7496781421495955,0.18032067283690373,606701.5388578305,0.31236741122916406
2920.0730185811226,0.19688619589177367,262751.85876566527,0.3394847686613587
311.5498832310968,0.21609129335176402,33034.835812589554,0.39286105250334885
164.94828202192838,0.22044013030985374,231880.8293902875,0.2351714205024884
356.01118012303084,0.23059489675913986,73121.65227637986,0.2439986297259551
214.9425882829114,0.24520035806627688,15867903.035125114,0.0922133375585426
230.61072891184835,0.2506818014792252,7904204.033412031,0.11178001244380421
2766.97845268408,0.23280836323172902,192975.2076914121,0.16048302921391586
4342.415442052249,0.2602332173906436,74248.15527584293,0.18319803689003564
5140.459343726141,0.27785117217235494,60126.8401058478,0.16971871297521376
8672.32256789462,0.2706652070033242,21108.89055883683,0.1572311691923468
767.3265647906265,0.2699274404086577,34099.91443882853,0.2015624705358424
2487.995063656853,0.2897792809806794,22063.364057555867,0.1985591912599943
802.976609713899,0.3093975231105099,11562.723863555515,0.17826531722141303
882.0803539738733,0.3149357091364722,1326.542607097067,0.16673418699967144
1873.0063466107117,0.3249779982297502,9.879761065438881,0.20827369593358214
478.16687008260953,0.31969922515641613,3.14400885686445,0.26845793464721757
386.7314534970871,0.3285455149482424,0.8915903794188875,0.2831336353208135
352.07938950423153,0.320573028161787,13895.972100604327,0.2580405766743463
167.91349287953992,0.29017502361021463,23833.224348617896,0.30437183114721145
265.6914372119718,0.2953691287364777,13859.487521259738,0.31969922515641613
96.52003884210443,0.3002461709085551,12922.996296238287,0.30271480747146456
1.803399987613875,0.33034393274411117,4804.881167498314,0.316227766016838
3.917147702710477,0.36594741342308246,4912.26940123832,0.35560841109864116
5.907316159063705,0.4031811665379865,4467.17851069164,0.37968332732014476
9.339703806939621,0.4381822819229675,2365.858559923721,0.3776163020626348
12.834662651256096,0.4369879051001884,1764.229498939374,0.351747031490307
11.824197464317145,0.4229067974784717,1182.0713193851755,0.3575549678640902
20.746336450271272,0.5326116002901167,679.7741632534019,0.35706733201788454
7.682471100504226,0.7741228066087945,13.830137249207846,0.3136489313971607
13.501768038426318,0.8517236759030778,24.016470442836745,0.3512673165464041
33.14754372976772,0.641235479557692,0.45792103494635494,0.504315948717136
40.05513463214487,0.5940547297998632,1.6484501184386107,0.6055140566604832
47.261683544735,0.5640322485882786,666.128195742838,0.27363649323303324
15.54566959809603,0.3344264481938814,1017.8743370540508,0.26919168478375805
20.624755825432615,0.3294434966628444,2868.7567754416646,0.2640972440021335
2989.898715646585,0.42117886686593203,8035.846007952123,0.4269662542591934
3780.060169249371,0.45462954695324015,8224.254904720921,0.4399799708346674
1370.4128236589224,0.5458573776094824,8412.290443927712,0.4749238638146978
621.3673104263679,0.6544975320571834,6044.867856303114,0.5098521868263345
321.322211739947,0.6680338707465479,5122.277416467943,0.5443695050339445
843.7797585113104,0.6598788381137477,4999.738061639952,0.5749124412242015
79.26205999445818,0.6071690497316906,1083.64129716852,0.5175638847675109
341.4082337647855,0.5780594413149709,153.54275737960978,0.516153133274865
333.35240642581533,0.5940547297998632,68.78559384781707,0.6325437431652154
136.33356705810507,0.5671196918408973,53.05926726252364,0.6643970429367743
99.24397781797624,0.5526032898438928,71.9910206767041,0.7171644885106899
63.495485196118,0.5211076559953707,33.87476886930465,0.7450995816976788
99.29883451006626,0.5282681574262261,54.219704601420695,0.7762386416866242
213.37259137901725,0.5399301765614303,99.99799059075599,0.7783602597720573
185.44933506742268,0.49748011161125005,49.31687465879589,0.8153280523638768
95.96725351449511,0.4794826292703116,54.14711945033848,0.8657870694070147
93.81115068770994,0.4484671927100309,188.6945919639965,0.8242784935436127
146.782384648661,0.4363919380852198,281.5398987074136,0.8310557457597667
75.0888767682961,0.41151977219517993,391.9470404476747,0.7512258215921676
117.5218756360388,0.39125588407583095,233.71847246010483,0.6950030709369202
34.992114687831354,0.36049479975019966,1042.262932882386,0.6950030709369202
98.63924712793559,0.3484027347037624,1258.4684583437322,0.6865188114231728
64.55254968794287,0.35415545110065194,1750.868077456159,0.6536049239645292
64.58823083877641,0.3385594169159703,1336.330168499933,0.6239698204058342
58.12450801044471,0.3249779982297503,614.2394987790626,0.6421111950814956
33.37254971829053,0.3694601205199303,292.5897603263838,0.641235479557692
38.43221787609751,0.3724978370686295,235.30495670643884,0.40043934956187044
1456.029292776663,0.473629338502,390.1397631858766,0.4194579963059134
384.70335335603977,0.504315948717136,588.8492166087811,0.43165336925959014
432.56073053855386,0.5239601353002645,878.0571689157756,0.45711813325428063
349.8227208643242,0.541405915549346,1583.0534864965362,0.4281332398719395
7874.4004361574425,0.32764998091030695,1060.9992866484615,0.42464181710814086
4913.832535851962,0.34650600340006993,1250.2975612309745,0.44724478175722143
1871.0001289868753,0.35463911028086825,,
214.36819436870772,0.3694601205199303,,
424.2679573094795,0.37249783706862954,,
347.2721762761326,0.37658701316234455,,
5544.4873186213035,0.2706652070033242,,
216.72872611700208,0.39501152565236464,,
